VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V2215,"ÚLTIMA SERIE CONCLUIDA PARA QUEM NÃO FREQUENTA ESCOLA
 - NÃO APLICAVEL
0- NÃO HA SERIE
1- 1ª SERIE
2- 2ª SERIE
3- 3ª SERIE
4- 4ª SERIE
5- 5ª SERIE
6- 6ª SERIE
7- 7ª SERIE
8- 8ª SERIE
9- SEM DECLARAÇÃO",31,1,N,11.0,ÚLTIMA SERIE CONCLUIDA PARA QUEM NÃO FREQUENTA ESCOLA," - NÃO APLICAVEL
0- NÃO HA SERIE
1- 1ª SERIE
2- 2ª SERIE
3- 3ª SERIE
4- 4ª SERIE
5- 5ª SERIE
6- 6ª SERIE
7- 7ª SERIE
8- 8ª SERIE
9- SEM DECLARAÇÃO","{0: 'NÃO HA SERIE', 1: '1ª SERIE', 2: '2ª SERIE', 3: '3ª SERIE', 4: '4ª SERIE', 5: '5ª SERIE', 6: '6ª SERIE', 7: '7ª SERIE', 8: '8ª SERIE', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2216,"GRAU DA ULTIMA SERIE CONCLUIDA PARA QUEM NÃO FREQUENTA ESCOLA
 - NÃO APLICAVEL
0- NÃO HA GRAU
1- 1º GRAU
2- 2º GRAU
3- MEDIO – 1º CICLO
4- MEDIO – 2º CICLO
5- SUPERIOR
9- SEM DECLARAÇÃO",32,1,N,8.0,GRAU DA ULTIMA SERIE CONCLUIDA PARA QUEM NÃO FREQUENTA ESCOLA," - NÃO APLICAVEL
0- NÃO HA GRAU
1- 1º GRAU
2- 2º GRAU
3- MEDIO – 1º CICLO
4- MEDIO – 2º CICLO
5- SUPERIOR
9- SEM DECLARAÇÃO","{0: 'NÃO HA GRAU', 1: '1º GRAU', 2: '2º GRAU', 3: 'MEDIO – 1º CICLO', 4: 'MEDIO – 2º CICLO', 5: 'SUPERIOR', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2218,"ESTADO CONJUGAL
 - NÃO APLICAVEL
1- CASAMENTO CIVIL, CIVIL E RELIGIOSO
2- SO RELIGIOSO
3- OUTRO
4- SOLTEIRO
5- DESQUITADO, VIUVO, OUTRO
9- SEM DECLARAÇÃO",33,1,N,7.0,ESTADO CONJUGAL," - NÃO APLICAVEL
1- CASAMENTO CIVIL, CIVIL E RELIGIOSO
2- SO RELIGIOSO
3- OUTRO
4- SOLTEIRO
5- DESQUITADO, VIUVO, OUTRO
9- SEM DECLARAÇÃO","{1: 'CASAMENTO CIVIL, CIVIL E RELIGIOSO', 2: 'SO RELIGIOSO', 3: 'OUTRO', 4: 'SOLTEIRO', 5: 'DESQUITADO, VIUVO, OUTRO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2219,"FILHOS NASCIDOS MORTOS HOMENS
 - NÃO APLICAVEL
0- NÃO TEVE
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO FILHOS
5- CINCO FILHOS
6- SEIS FILHOS
7- SETE FILHOS
8- OITO FILHOS
9- SEM DECLARAÇÃO",34,1,N,11.0,FILHOS NASCIDOS MORTOS HOMENS," - NÃO APLICAVEL
0- NÃO TEVE
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO FILHOS
5- CINCO FILHOS
6- SEIS FILHOS
7- SETE FILHOS
8- OITO FILHOS
9- SEM DECLARAÇÃO","{0: 'NÃO TEVE', 1: 'UM FILHO', 2: 'DOIS FILHOS', 3: 'TRES FILHOS', 4: 'QUATRO FILHOS', 5: 'CINCO FILHOS', 6: 'SEIS FILHOS', 7: 'SETE FILHOS', 8: 'OITO FILHOS', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2220,"FILHOS NASCIDOS MORTOS MULHERES
 - NÃO APLICAVEL
0- NÃO TEVE
1- UM FILHA
2- DOIS FILHAS
3- TRES FILHAS
4- QUATRO FILHAS
5- CINCO FILHAS
6- SEIS FILHAS
7- SETE FILHAS
8- OITO FILHAS
9- SEM DECLARAÇÃO",35,1,N,11.0,FILHOS NASCIDOS MORTOS MULHERES," - NÃO APLICAVEL
0- NÃO TEVE
1- UM FILHA
2- DOIS FILHAS
3- TRES FILHAS
4- QUATRO FILHAS
5- CINCO FILHAS
6- SEIS FILHAS
7- SETE FILHAS
8- OITO FILHAS
9- SEM DECLARAÇÃO","{0: 'NÃO TEVE', 1: 'UM FILHA', 2: 'DOIS FILHAS', 3: 'TRES FILHAS', 4: 'QUATRO FILHAS', 5: 'CINCO FILHAS', 6: 'SEIS FILHAS', 7: 'SETE FILHAS', 8: 'OITO FILHAS', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2221,FILHOS NASCIDOS VIVOS JA MORTOS HOMENS,36,2,N,,FILHOS NASCIDOS VIVOS JA MORTOS HOMENS,,
V2222,FILHOS NASCIDOS VIVOS JA MORTOS MULHERES,38,2,N,,FILHOS NASCIDOS VIVOS JA MORTOS MULHERES,,
V2223,FILHOS NASCIDOS VIVOS EM 31/10/1978 HOMENS,40,2,N,,FILHOS NASCIDOS VIVOS EM 31/10/1978 HOMENS,,
V2224,FILHOS NASCIDOS VIVOS EM 31/10/1978 MULHERES,42,2,N,,FILHOS NASCIDOS VIVOS EM 31/10/1978 MULHERES,,
V2401,"TRABALHOU NO PERIODO DE OUTUBRO DO ANO ANTERIOR A SETEMBRO DO ANO DE REFERENCIA?
 - NÃO APLICAVEL
1- TODOS OS MESES
2- MENOS DE 12 MESES
3- ANTES DE 31/10/1977
4- NUNCA TRABALHOU",44,1,N,5.0,TRABALHOU NO PERIODO DE OUTUBRO DO ANO ANTERIOR A SETEMBRO DO ANO DE REFERENCIA?," - NÃO APLICAVEL
1- TODOS OS MESES
2- MENOS DE 12 MESES
3- ANTES DE 31/10/1977
4- NUNCA TRABALHOU","{1: 'TODOS OS MESES', 2: 'MENOS DE 12 MESES', 3: 'ANTES DE 31/10/1977', 4: 'NUNCA TRABALHOU', '': 'NÃO APLICAVEL'}"
V2402,"MÊS OU MESES QUE TRABALHOU
  - NÃO APLICAVEL
 1- UM MES
 2- DOIS MESES
 3- TRES MESES
 4- QUATRO MESES
 5- CINCO MESES
 6- SEIS MESES
 7- SETE MESES
 8- OITO MESES
 9- NOVE MESES
10- DEZ MESES
11- ONZE MESES
99- PREJUDICADO",45,2,N,13.0,MÊS OU MESES QUE TRABALHOU,"  - NÃO APLICAVEL
 1- UM MES
 2- DOIS MESES
 3- TRES MESES
 4- QUATRO MESES
 5- CINCO MESES
 6- SEIS MESES
 7- SETE MESES
 8- OITO MESES
 9- NOVE MESES
10- DEZ MESES
11- ONZE MESES
99- PREJUDICADO","{1: 'UM MES', 2: 'DOIS MESES', 3: 'TRES MESES', 4: 'QUATRO MESES', 5: 'CINCO MESES', 6: 'SEIS MESES', 7: 'SETE MESES', 8: 'OITO MESES', 9: 'NOVE MESES', 10: 'DEZ MESES', 11: 'ONZE MESES', 99: 'PREJUDICADO', '': 'NÃO APLICAVEL'}"
V2432,"TRABALHOU NO MÊS DE NOVEMBRO?
 - NÃO APLICAVEL
1- NOVEMBRO",47,1,N,2.0,TRABALHOU NO MÊS DE NOVEMBRO?," - NÃO APLICAVEL
1- NOVEMBRO","{1: 'NOVEMBRO', '': 'NÃO APLICAVEL'}"
V2433,"TRABALHOU NO MÊS DE DEZEMBRO?
 - NÃO APLICAVEL
1- DEZEMBRO",48,1,N,2.0,TRABALHOU NO MÊS DE DEZEMBRO?," - NÃO APLICAVEL
1- DEZEMBRO","{1: 'DEZEMBRO', '': 'NÃO APLICAVEL'}"
V2434,"TRABALHOU NO MÊS DE JANEIRO?
 - NÃO APLICAVEL
1- JANEIRO",49,1,N,2.0,TRABALHOU NO MÊS DE JANEIRO?," - NÃO APLICAVEL
1- JANEIRO","{1: 'JANEIRO', '': 'NÃO APLICAVEL'}"
V2435,"TRABALHOU NO MÊS DE FEVEREIRO?
 - NÃO APLICAVEL
1- FEVEREIRO",50,1,N,2.0,TRABALHOU NO MÊS DE FEVEREIRO?," - NÃO APLICAVEL
1- FEVEREIRO","{1: 'FEVEREIRO', '': 'NÃO APLICAVEL'}"
V2436,"TRABALHOU NO MÊS DE MARÇO?
 - NÃO APLICAVEL
1- MARÇO",51,1,N,2.0,TRABALHOU NO MÊS DE MARÇO?," - NÃO APLICAVEL
1- MARÇO","{1: 'MARÇO', '': 'NÃO APLICAVEL'}"
V2437,"TRABALHOU NO MÊS DE ABRIL?
 - NÃO APLICAVEL
1- ABRIL",52,1,N,2.0,TRABALHOU NO MÊS DE ABRIL?," - NÃO APLICAVEL
1- ABRIL","{1: 'ABRIL', '': 'NÃO APLICAVEL'}"
V2438,"TRABALHOU NO MÊS DE MAIO?
 - NÃO APLICAVEL
1- MAIO",53,1,N,2.0,TRABALHOU NO MÊS DE MAIO?," - NÃO APLICAVEL
1- MAIO","{1: 'MAIO', '': 'NÃO APLICAVEL'}"
V2439,"TRABALHOU NO MÊS DE JUNHO?
 - NÃO APLICAVEL
1- JUNHO",54,1,N,2.0,TRABALHOU NO MÊS DE JUNHO?," - NÃO APLICAVEL
1- JUNHO","{1: 'JUNHO', '': 'NÃO APLICAVEL'}"
V2440,"TRABALHOU NO MÊS DE JULHO?
 - NÃO APLICAVEL
1- JULHO",55,1,N,2.0,TRABALHOU NO MÊS DE JULHO?," - NÃO APLICAVEL
1- JULHO","{1: 'JULHO', '': 'NÃO APLICAVEL'}"
V2441,"TRABALHOU NO MÊS DE AGOSTO?
 - NÃO APLICAVEL
1- AGOSTO",56,1,N,2.0,TRABALHOU NO MÊS DE AGOSTO?," - NÃO APLICAVEL
1- AGOSTO","{1: 'AGOSTO', '': 'NÃO APLICAVEL'}"
V2442,"TRABALHOU NO MÊS DE SETEMBRO?
 - NÃO APLICAVEL
1- SETEMBRO",57,1,N,2.0,TRABALHOU NO MÊS DE SETEMBRO?," - NÃO APLICAVEL
1- SETEMBRO","{1: 'SETEMBRO', '': 'NÃO APLICAVEL'}"
V2443,"TRABALHOU NO MÊS DE OUTUBRO?
 - NÃO APLICAVEL
1- OUTUBRO",58,1,N,2.0,TRABALHOU NO MÊS DE OUTUBRO?," - NÃO APLICAVEL
1- OUTUBRO","{1: 'OUTUBRO', '': 'NÃO APLICAVEL'}"
V2403,"PORQUE NÃO TRABALHOU OS 12 MESES?
 - NÃO APLICAVEL
1- NÃO ENCONTROU
2- APOSENTOU-SE
3- COMEÇOU NO ANO
4- INVALIDEZ OU DOENÇA
5- NÃO PODE OU QUIS
6- FATORES ESTACIONARIOS
7- PREJUDICADO
9- SEM DECLARAÇÃO",59,1,N,9.0,PORQUE NÃO TRABALHOU OS 12 MESES?," - NÃO APLICAVEL
1- NÃO ENCONTROU
2- APOSENTOU-SE
3- COMEÇOU NO ANO
4- INVALIDEZ OU DOENÇA
5- NÃO PODE OU QUIS
6- FATORES ESTACIONARIOS
7- PREJUDICADO
9- SEM DECLARAÇÃO","{1: 'NÃO ENCONTROU', 2: 'APOSENTOU–SE', 3: 'COMEÇOU NO ANO', 4: 'INVALIDEZ OU DOENÇA', 5: 'NÃO PODE OU QUIS', 6: 'FATORES ESTACIONARIOS', 7: 'PREJUDICADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2404,MÊS EM QUE COMEÇOU A TRABALHAR NOS ULTIMOS DOZE MESES,60,2,N,,MÊS EM QUE COMEÇOU A TRABALHAR NOS ULTIMOS DOZE MESES,,
V2444,ANO EM QUE COMEÇOU A TRABALHAR NOS ULTIMOS DOZE MESES,62,3,N,,ANO EM QUE COMEÇOU A TRABALHAR NOS ULTIMOS DOZE MESES,,
V2405,"OCUPAÇÃO QUE EXERCEU DURANTE MAIS TEMPO NO ANO DE REFERENCIA
VER VARIAVEIS AUXILIARES",65,3,N,295.0,OCUPAÇÃO QUE EXERCEU DURANTE MAIS TEMPO NO ANO DE REFERENCIA,VER VARIAVEIS AUXILIARES,"{'13 OUTROS ESPECIALISTA EM CIENCIAS FÍSICO': 'QUIMICAS, NÃO ESPECIFICADOS', '22 ARQUITETO': 'URBANISTAS', '530 MESTRES': 'DE–OBRA', '550 MESTRE E CONTRAMESTRES (EXCLUSIVE MESTRES': 'DE–OBRA)', '734 GUARDA': 'FREIOS', '747 CARROCEIROS': 'TROPEIROS', '765 GUARDA': 'FIOS', '905 GUARDAS': 'CIVIS E INSPETORES DE TRAFEGO', '908 GUARDAS': 'VIGIAS DE ORGANIZAÇÕES PARTICULARES', '953 GUARDAS': 'SANITÁRIOS'}"
V2406,ONDE EXERCEU NA SEMANA DE REFERENCIA ATIVIDADE DO ESTABELCIMENTO OU NEGOCIO,68,3,N,,ONDE EXERCEU NA SEMANA DE REFERENCIA ATIVIDADE DO ESTABELCIMENTO OU NEGOCIO,,
V2407,"POSIÇÃO NA OCUPAÇÃO QUE EXERCEU DURANTE MAIS TEMPO NOS ULTIMOS DOZE MESES
 - NÃO APLICAVEL
1- EMPREGADO
2- CONTA PROPRIA
3- EMPREGADOR
4- NÃO REMUNERADO
9- SEM DECLARAÇÃO",71,1,N,6.0,POSIÇÃO NA OCUPAÇÃO QUE EXERCEU DURANTE MAIS TEMPO NOS ULTIMOS DOZE MESES," - NÃO APLICAVEL
1- EMPREGADO
2- CONTA PROPRIA
3- EMPREGADOR
4- NÃO REMUNERADO
9- SEM DECLARAÇÃO","{1: 'EMPREGADO', 2: 'CONTA PROPRIA', 3: 'EMPREGADOR', 4: 'NÃO REMUNERADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2408,"O QUE FEZ NA SEMANA DE REFERENCIA DA PESQUISA?
  - NÃO APLICAVEL
 1- TRABALHOU
 2- TINHA TRABALHO MAIS NÃO TRABALHOU
 3- JA TRABALHOU
 4- 1ª VEZ
 5- FUNRURAL
 6- OUTROS
 7- PENSIONISTA
 8- VIVE DE RENDAS
 9- INVALIDEZ OU DOENÇA
10- FREQUENTA ESCOLA
11- AFAZERES DOMESTICOS
12- NÃO QUIS TRABALHAR
13- OUTROS",72,2,N,14.0,O QUE FEZ NA SEMANA DE REFERENCIA DA PESQUISA?,"  - NÃO APLICAVEL
 1- TRABALHOU
 2- TINHA TRABALHO MAIS NÃO TRABALHOU
 3- JA TRABALHOU
 4- 1ª VEZ
 5- FUNRURAL
 6- OUTROS
 7- PENSIONISTA
 8- VIVE DE RENDAS
 9- INVALIDEZ OU DOENÇA
10- FREQUENTA ESCOLA
11- AFAZERES DOMESTICOS
12- NÃO QUIS TRABALHAR
13- OUTROS","{1: 'TRABALHOU', 2: 'TINHA TRABALHO MAIS NÃO TRABALHOU', 3: 'JA TRABALHOU', 4: '1ª VEZ', 5: 'FUNRURAL', 6: 'OUTROS', 7: 'PENSIONISTA', 8: 'VIVE DE RENDAS', 9: 'INVALIDEZ OU DOENÇA', 10: 'FREQUENTA ESCOLA', 11: 'AFAZERES DOMESTICOS', 12: 'NÃO QUIS TRABALHAR', 13: 'OUTROS', '': 'NÃO APLICAVEL'}"
V2409,"PROCUROU TRABALHO NOS ULTIMOS DOZE MESES?
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",74,1,N,4.0,PROCUROU TRABALHO NOS ULTIMOS DOZE MESES?," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2410,"NOS ULTIMOS DOIS MESES CONSEGUIU TRABALHO?
 - NÃO APLICAVEL
1- CONSEGUIU EM AGENCIA
2- CONSEGUIU DE EMPREGADOR
3- CONSULTOU PARENTE
4- COLOCOU OU RESPONDEU ANUNCIO
5- RECEBEU PROPOSTA
6- NADA FEZ
7- PREJUDICADO
9- SEM DECLARAÇÃO",75,1,N,9.0,NOS ULTIMOS DOIS MESES CONSEGUIU TRABALHO?," - NÃO APLICAVEL
1- CONSEGUIU EM AGENCIA
2- CONSEGUIU DE EMPREGADOR
3- CONSULTOU PARENTE
4- COLOCOU OU RESPONDEU ANUNCIO
5- RECEBEU PROPOSTA
6- NADA FEZ
7- PREJUDICADO
9- SEM DECLARAÇÃO","{1: 'CONSEGUIU EM AGENCIA', 2: 'CONSEGUIU DE EMPREGADOR', 3: 'CONSULTOU PARENTE', 4: 'COLOCOU OU RESPONDEU ANUNCIO', 5: 'RECEBEU PROPOSTA', 6: 'NADA FEZ', 7: 'PREJUDICADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2411,OCUPAÇÃO QUE EXERCEU NA MAIOR PARTE DA DE SEMANA REFERENCIA,76,3,N,,OCUPAÇÃO QUE EXERCEU NA MAIOR PARTE DA DE SEMANA REFERENCIA,,
V2412,ONDE EXERCEU NA SEMANA DE REFERENCIA ATIVIDADE DO ESTABELECIMENTO OU NEGOCIO?,79,3,N,,ONDE EXERCEU NA SEMANA DE REFERENCIA ATIVIDADE DO ESTABELECIMENTO OU NEGOCIO?,,
V2413,"POSIÇÃO NA OCUPAÇÃO NA SEMANA DE REFERECNIA
 - NÃO APLICAVEL
1- EMPREGADO
2- CONTA PROPRIA
3- EMPREGADOR
4- NÃO REMUNERADO
9- SEM DECLARAÇÃO",82,1,N,6.0,POSIÇÃO NA OCUPAÇÃO NA SEMANA DE REFERECNIA," - NÃO APLICAVEL
1- EMPREGADO
2- CONTA PROPRIA
3- EMPREGADOR
4- NÃO REMUNERADO
9- SEM DECLARAÇÃO","{1: 'EMPREGADO', 2: 'CONTA PROPRIA', 3: 'EMPREGADOR', 4: 'NÃO REMUNERADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2414,"EXERCEU NA SEMANA DE REFERENCIA A MESMA OCUPAÇÃO DECLARADA ANTERIORMENTE EM OUTROS LOCAIS?
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",83,1,N,4.0,EXERCEU NA SEMANA DE REFERENCIA A MESMA OCUPAÇÃO DECLARADA ANTERIORMENTE EM OUTROS LOCAIS?," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2415,"TEVE OUTRA OCUPAÇÃO ALEM DA JÁ DECLARADA ANTERIORMENTE NA SEMANA DE REFERENCIA?
- NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",84,1,N,4.0,TEVE OUTRA OCUPAÇÃO ALEM DA JÁ DECLARADA ANTERIORMENTE NA SEMANA DE REFERENCIA?,"- NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2416,HORAS QUE TRABALHA HABITUALMENTE NO TRABALHO DECLARADO NOS QUESITOS ANTERIORES SOBRE TRABALHO NA SEMANA DE REFERENCIA,85,2,N,,HORAS QUE TRABALHA HABITUALMENTE NO TRABALHO DECLARADO NOS QUESITOS ANTERIORES SOBRE TRABALHO NA SEMANA DE REFERENCIA,,
V2417,HORAS QUE TRABALHA HABITUALMENTE POR SEMANA NOS OUTROS TRABALHOS QUE TEM NA SEMANA DE REFERENCIA,87,2,N,,HORAS QUE TRABALHA HABITUALMENTE POR SEMANA NOS OUTROS TRABALHOS QUE TEM NA SEMANA DE REFERENCIA,,
V2418,HORAS QUE TRABALHA HABITUALMENTE NA SEMANA EM TODAS AS OUTRAS OCUPAÇÕES,89,2,N,,HORAS QUE TRABALHA HABITUALMENTE NA SEMANA EM TODAS AS OUTRAS OCUPAÇÕES,,
V2419,TOTAL DE HORAS TRABALHADAS HABITUALMENTE NA SEMANA,91,2,N,,TOTAL DE HORAS TRABALHADAS HABITUALMENTE NA SEMANA,,
V2420,"PORQUE NÃO TRABALHA 40 HORAS OU MAIS POR SEMANA PARA GANHAR MAIS?
 - NÃO APLICAVEL
1- TRABALHA 40 HORAS OU MAIS
2- NÃO ENCONTRA
3- NÃO PODE
4- NÃO PENSOU
5- NÃO QUER
9- SEM DECLARAÇÃO",93,1,N,7.0,PORQUE NÃO TRABALHA 40 HORAS OU MAIS POR SEMANA PARA GANHAR MAIS?," - NÃO APLICAVEL
1- TRABALHA 40 HORAS OU MAIS
2- NÃO ENCONTRA
3- NÃO PODE
4- NÃO PENSOU
5- NÃO QUER
9- SEM DECLARAÇÃO","{1: 'TRABALHA 40 HORAS OU MAIS', 2: 'NÃO ENCONTRA', 3: 'NÃO PODE', 4: 'NÃO PENSOU', 5: 'NÃO QUER', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2421,"CONTRIBUI PARA INSTITUTO DE PREVIDENCIA?
 - NÃO APLICAVEL
1- FEDERAL
2- ESTADUAL
3- MUNICIPAL
4- NÃO E
9- SEM DECLARAÇÃO",94,1,N,6.0,CONTRIBUI PARA INSTITUTO DE PREVIDENCIA?," - NÃO APLICAVEL
1- FEDERAL
2- ESTADUAL
3- MUNICIPAL
4- NÃO E
9- SEM DECLARAÇÃO","{1: 'FEDERAL', 2: 'ESTADUAL', 3: 'MUNICIPAL', 4: 'NÃO E', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2422,"TEM CARTEIRA ASSINADA PELO ATUAL EMPREGADOR?
 - NÃO APLICAVEL
1- SIM
2- NÃO
3- NÃO E EMPREGADO
9- SEM DECLARAÇÃO",95,1,N,5.0,TEM CARTEIRA ASSINADA PELO ATUAL EMPREGADOR?," - NÃO APLICAVEL
1- SIM
2- NÃO
3- NÃO E EMPREGADO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 3: 'NÃO E EMPREGADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2423,"MOTIVO DO AFASTAMENTO AO TRABALHO NO MÊS DE REFERENCIA
 - NÃO APLICAVEL
1- ACIDENTE DE TRABALHO
2- DOENÇA
3- OUTRO MOTIVO
9- SEM DECLARAÇÃO",96,1,N,5.0,MOTIVO DO AFASTAMENTO AO TRABALHO NO MÊS DE REFERENCIA," - NÃO APLICAVEL
1- ACIDENTE DE TRABALHO
2- DOENÇA
3- OUTRO MOTIVO
9- SEM DECLARAÇÃO","{1: 'ACIDENTE DE TRABALHO', 2: 'DOENÇA', 3: 'OUTRO MOTIVO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2424,NÚMERO DE DIAS EM QUE FALTOU AO TRABALHO NO MÊS DE REFERENCIA,97,2,N,,NÚMERO DE DIAS EM QUE FALTOU AO TRABALHO NO MÊS DE REFERENCIA,,
V2425,"TIPO DE ATENDIMENTO
 - NÃO APLICAVEL
1- HOSPITALAR
2- AMBULATORIAL
3- ODONTOLOGIA
4- FARMACEUTICA
5- OUTROS
6- NENHUM
9- SEM DECLARAÇÃO",99,1,N,8.0,TIPO DE ATENDIMENTO," - NÃO APLICAVEL
1- HOSPITALAR
2- AMBULATORIAL
3- ODONTOLOGIA
4- FARMACEUTICA
5- OUTROS
6- NENHUM
9- SEM DECLARAÇÃO","{1: 'HOSPITALAR', 2: 'AMBULATORIAL', 3: 'ODONTOLOGIA', 4: 'FARMACEUTICA', 5: 'OUTROS', 6: 'NENHUM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2426,RENDIMENTO MENSAL DO TRABALHO DECLARADO NA SEMANA DE REFERENCIA EM DINHEIRO PARTE FIXA,100,6,N,,RENDIMENTO MENSAL DO TRABALHO DECLARADO NA SEMANA DE REFERENCIA EM DINHEIRO PARTE FIXA,,
V2446,RENDIMENTO MENSAL DO TRABALHO DECLARADO NA SEMANA DE REFERENCIA EM DINHEIRO PARTE VARIAVEL,106,6,N,,RENDIMENTO MENSAL DO TRABALHO DECLARADO NA SEMANA DE REFERENCIA EM DINHEIRO PARTE VARIAVEL,,
V2447,RENDIMENTO MENSAL DO TRABALHO DECLARADO NA SEMANA DE REFERENCIA EM PRODUTOS E MERCADORIAS,112,6,N,,RENDIMENTO MENSAL DO TRABALHO DECLARADO NA SEMANA DE REFERENCIA EM PRODUTOS E MERCADORIAS,,
V2448,"POSSUI RENDIMENTO MENSAL DO TRABALHO EM BENEFICIOS?
 - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO",118,1,N,4.0,POSSUI RENDIMENTO MENSAL DO TRABALHO EM BENEFICIOS?," - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM – QUAL?', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2449,"POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS EM MORADIA?
 - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO",119,1,N,4.0,POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS EM MORADIA?," - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM – QUAL?', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2450,"POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE REFEIÇÕES?
 - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO",120,1,N,4.0,POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE REFEIÇÕES?," - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM – QUAL?', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2451,"POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE TRANSPORTES?
 - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO",121,1,N,4.0,POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE TRANSPORTES?," - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM – QUAL?', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2452,"POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE ROUPAS, ETC.?
 - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO",122,1,N,4.0,"POSSUI RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE ROUPAS, ETC.?"," - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM – QUAL?', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2453,"POSSUI RENDIMENTO MENSAL DO TRABALHO COM OUTROS BENEFICIOS?
 - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO",123,1,N,4.0,POSSUI RENDIMENTO MENSAL DO TRABALHO COM OUTROS BENEFICIOS?," - NÃO APLICAVEL
1- TEM - QUAL?
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM – QUAL?', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
