VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V42,"QUANTIDADE DE FILHOS NASCIDOS MORTOS
 - PREJUDICADO OU MENOR DE 15 ANOS
0- NÃO TEVE
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO FILHOS
5- CINCO FILHOS
6- SEIS FILHOS
7- SETE FILHOS
8- OITO E MAIS
9- SEM DECLARAÇÃO",57,1,N,11.0,QUANTIDADE DE FILHOS NASCIDOS MORTOS," - PREJUDICADO OU MENOR DE 15 ANOS
0- NÃO TEVE
1- UM FILHO
2- DOIS FILHOS
3- TRES FILHOS
4- QUATRO FILHOS
5- CINCO FILHOS
6- SEIS FILHOS
7- SETE FILHOS
8- OITO E MAIS
9- SEM DECLARAÇÃO","{0: 'NÃO TEVE', 1: 'UM FILHO', 2: 'DOIS FILHOS', 3: 'TRES FILHOS', 4: 'QUATRO FILHOS', 5: 'CINCO FILHOS', 6: 'SEIS FILHOS', 7: 'SETE FILHOS', 8: 'OITO E MAIS', 9: 'SEM DECLARAÇÃO', '': 'PREJUDICADO OU MENOR DE 15 ANOS'}"
V43,FILHOS VIVOS JA MORTOS,58,2,N,,FILHOS VIVOS JA MORTOS,,
V44,FILHOS VIVOS EM 31/10/1977,60,2,N,,FILHOS VIVOS EM 31/10/1977,,
V45,"MES DE NASCIMENTO DO ULTIMO FILHO VIVO
  - NÃO APLICAVEL
 0- NÃO TEVE FILHO
 1- JANEIRO
 2- FEVEREIRO
 3- MARÇO
 4- ABRIL
 5- MAIO
 6- JUNHO
 7- JULHO
 8- AGOSTO
 9- SETEMBRO
10- OUTUBRO
11- NOVEMBRO
12- DEZEMBRO
20- NÃO SABE
99- SEM DECLARAÇÃO",62,2,N,16.0,MES DE NASCIMENTO DO ULTIMO FILHO VIVO,"  - NÃO APLICAVEL
 0- NÃO TEVE FILHO
 1- JANEIRO
 2- FEVEREIRO
 3- MARÇO
 4- ABRIL
 5- MAIO
 6- JUNHO
 7- JULHO
 8- AGOSTO
 9- SETEMBRO
10- OUTUBRO
11- NOVEMBRO
12- DEZEMBRO
20- NÃO SABE
99- SEM DECLARAÇÃO","{0: 'NÃO TEVE FILHO', 1: 'JANEIRO', 2: 'FEVEREIRO', 3: 'MARÇO', 4: 'ABRIL', 5: 'MAIO', 6: 'JUNHO', 7: 'JULHO', 8: 'AGOSTO', 9: 'SETEMBRO', 10: 'OUTUBRO', 11: 'NOVEMBRO', 12: 'DEZEMBRO', 20: 'NÃO SABE', 99: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V46,ANO DE NASCIMENTO DO ULTIMO FILHO VIVO,64,3,N,,ANO DE NASCIMENTO DO ULTIMO FILHO VIVO,,
V48,"TRABALHOU NO PERIODO DE OUTUBRO DO ANO ANTERIOR A SETEMBRO DO ANO DE REFERENCIA
 - MENOS DE 10 ANOS
1- TODOS OS MESES
2- MENOS DE 12 MESES
3- ANTES DE 01/11/1976
4- NUNCA TRABALHOU",67,1,N,5.0,TRABALHOU NO PERIODO DE OUTUBRO DO ANO ANTERIOR A SETEMBRO DO ANO DE REFERENCIA," - MENOS DE 10 ANOS
1- TODOS OS MESES
2- MENOS DE 12 MESES
3- ANTES DE 01/11/1976
4- NUNCA TRABALHOU","{1: 'TODOS OS MESES', 2: 'MENOS DE 12 MESES', 3: 'ANTES DE 01/11/1976', 4: 'NUNCA TRABALHOU', '': 'MENOS DE 10 ANOS'}"
V49,"NUMERO DE MÊS OU MESES EM QUE TRABALHOU
 - NÃO APLICAVEL
1- UM MES
2- DOIS MESES
3- TRES MESES
4- QUATRO MESES
5- CINCO MESES
6- SEIS MESES
7- SETE MESES
8- OITO MESES
9- NOVE MESES
10– DEZ
11- ONZE MESES
99- PREJUDICADO",68,2,N,13.0,NUMERO DE MÊS OU MESES EM QUE TRABALHOU," - NÃO APLICAVEL
1- UM MES
2- DOIS MESES
3- TRES MESES
4- QUATRO MESES
5- CINCO MESES
6- SEIS MESES
7- SETE MESES
8- OITO MESES
9- NOVE MESES
10– DEZ
11- ONZE MESES
99- PREJUDICADO","{1: 'UM MES', 2: 'DOIS MESES', 3: 'TRES MESES', 4: 'QUATRO MESES', 5: 'CINCO MESES', 6: 'SEIS MESES', 7: 'SETE MESES', 8: 'OITO MESES', 9: 'NOVE MESES', 10: 'DEZ', 11: 'ONZE MESES', 99: 'PREJUDICADO', '': 'NÃO APLICAVEL'}"
V50,"TRABALHOU NO MÊS DE NOVEMBRO
  - NÃO APLICAVEL
11- NOVEMBRO",70,2,N,2.0,TRABALHOU NO MÊS DE NOVEMBRO,"  - NÃO APLICAVEL
11- NOVEMBRO","{11: 'NOVEMBRO', '': 'NÃO APLICAVEL'}"
V51,"TRABALHOU NO MÊS DE DEZEMBRO
  - NÃO APLICAVEL
12– DEZEMBRO",72,2,N,2.0,TRABALHOU NO MÊS DE DEZEMBRO,"  - NÃO APLICAVEL
12– DEZEMBRO","{12: 'DEZEMBRO', '': 'NÃO APLICAVEL'}"
V52,"TRABALHOU NO MÊS DE JANEIRO
 - NÃO APLICAVEL
1– JANEIRO",74,2,N,2.0,TRABALHOU NO MÊS DE JANEIRO," - NÃO APLICAVEL
1– JANEIRO","{1: 'JANEIRO', '': 'NÃO APLICAVEL'}"
V53,"TRABALHOU NO MÊS DE FEVEREIRO
 - NÃO APLICAVEL
2– FEVEREIRO",76,2,N,2.0,TRABALHOU NO MÊS DE FEVEREIRO," - NÃO APLICAVEL
2– FEVEREIRO","{2: 'FEVEREIRO', '': 'NÃO APLICAVEL'}"
V54,"TRABALHOU NO MÊS DE MARÇO
 - NÃO APLICAVEL
3– MARÇO",78,2,N,2.0,TRABALHOU NO MÊS DE MARÇO," - NÃO APLICAVEL
3– MARÇO","{3: 'MARÇO', '': 'NÃO APLICAVEL'}"
V55,"TRABALHOU NO MÊS DE ABRIL
 - NÃO APLICAVEL
4– ABRIL",80,2,N,2.0,TRABALHOU NO MÊS DE ABRIL," - NÃO APLICAVEL
4– ABRIL","{4: 'ABRIL', '': 'NÃO APLICAVEL'}"
V56,"TRABALHOU NO MÊS DE MAIO
 - NÃO APLICAVEL
5– MAIO",82,2,N,2.0,TRABALHOU NO MÊS DE MAIO," - NÃO APLICAVEL
5– MAIO","{5: 'MAIO', '': 'NÃO APLICAVEL'}"
V57,"TRABALHOU NO MÊS DE JUNHO
 - NÃO APLICAVEL
6– JUNHO",84,2,N,2.0,TRABALHOU NO MÊS DE JUNHO," - NÃO APLICAVEL
6– JUNHO","{6: 'JUNHO', '': 'NÃO APLICAVEL'}"
V58,"TRABALHOU NO MÊS DE JULHO
 - NÃO APLICAVEL
7– JULHO",86,2,N,2.0,TRABALHOU NO MÊS DE JULHO," - NÃO APLICAVEL
7– JULHO","{7: 'JULHO', '': 'NÃO APLICAVEL'}"
V59,"TRABALHOU NO MÊS DE AGOSTO
 - NÃO APLICAVEL
8– AGOSTO",88,2,N,2.0,TRABALHOU NO MÊS DE AGOSTO," - NÃO APLICAVEL
8– AGOSTO","{8: 'AGOSTO', '': 'NÃO APLICAVEL'}"
V60,"TRABALHOU NO MÊS DE SETEMBRO
 - NÃO APLICAVEL
9– SETEMBRO",90,2,N,2.0,TRABALHOU NO MÊS DE SETEMBRO," - NÃO APLICAVEL
9– SETEMBRO","{9: 'SETEMBRO', '': 'NÃO APLICAVEL'}"
V61,"TRABALHOU NO MÊS DE OUTUBRO
  - NÃO APLICAVEL
10– OUTUBRO",92,2,N,2.0,TRABALHOU NO MÊS DE OUTUBRO,"  - NÃO APLICAVEL
10– OUTUBRO","{10: 'OUTUBRO', '': 'NÃO APLICAVEL'}"
V62,"PORQUE NÃO TRABALHOU NOS ULTIMOS DOZE MESES?
 - NÃO APLICAVEL
1- NÃO ENCONTROU
2- FATORES ESTACIONARIOS
3- INVALIDEZ OU DOENÇA
4- COMEÇOU NO ANO
5- APOSENTOU-SE
6- NÃO PODE
7- NÃO QUIS
8- PREJUDICADO
9- SEM DECLARAÇÃO",94,1,N,10.0,PORQUE NÃO TRABALHOU NOS ULTIMOS DOZE MESES?," - NÃO APLICAVEL
1- NÃO ENCONTROU
2- FATORES ESTACIONARIOS
3- INVALIDEZ OU DOENÇA
4- COMEÇOU NO ANO
5- APOSENTOU-SE
6- NÃO PODE
7- NÃO QUIS
8- PREJUDICADO
9- SEM DECLARAÇÃO","{1: 'NÃO ENCONTROU', 2: 'FATORES ESTACIONARIOS', 3: 'INVALIDEZ OU DOENÇA', 4: 'COMEÇOU NO ANO', 5: 'APOSENTOU–SE', 6: 'NÃO PODE', 7: 'NÃO QUIS', 8: 'PREJUDICADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V63,"MÊS EM QUE COMEÇOU A TRABALHAR NOS ULTIMOS DOZE MESES
  - NÃO APLICAVEL
 1- JANEIRO
 2- FEVEREIRO
 3- MARÇO
 4- ABRIL
 5- MAIO
 6- JUNHO
 7- JULHO
 8- AGOSTO
 9– SETEMBRO
10- OUTUBRO
11- NOVEMBRO
12- DEZEMBRO
88- SEM DECLARAÇÃO
99- PREJUDICADO",95,2,N,15.0,MÊS EM QUE COMEÇOU A TRABALHAR NOS ULTIMOS DOZE MESES,"  - NÃO APLICAVEL
 1- JANEIRO
 2- FEVEREIRO
 3- MARÇO
 4- ABRIL
 5- MAIO
 6- JUNHO
 7- JULHO
 8- AGOSTO
 9– SETEMBRO
10- OUTUBRO
11- NOVEMBRO
12- DEZEMBRO
88- SEM DECLARAÇÃO
99- PREJUDICADO","{1: 'JANEIRO', 2: 'FEVEREIRO', 3: 'MARÇO', 4: 'ABRIL', 5: 'MAIO', 6: 'JUNHO', 7: 'JULHO', 8: 'AGOSTO', 9: 'SETEMBRO', 10: 'OUTUBRO', 11: 'NOVEMBRO', 12: 'DEZEMBRO', 88: 'SEM DECLARAÇÃO', 99: 'PREJUDICADO', '': 'NÃO APLICAVEL'}"
V64,ANO EM QUE COMEÇOU A TRABALHAR,97,3,N,,ANO EM QUE COMEÇOU A TRABALHAR,,
V65,HÁ QUANTO TEMPO TRABALHA?,100,2,N,,HÁ QUANTO TEMPO TRABALHA?,,
V66,"QUE FEZ NA SEMANA DE REFERENCIA?
  - NÃO APLICAVEL
 1- ESTAVA TRABALHANDO
 2- TINHA TRABALHO, MAS NÃO ESTAVA TRABALHANDO
 3- JÁ TRABALHOU
 4- TRABALHOU PELA 1ª VEZ
 5- APOSENTADO
 6- PENSIONISTA
 7- VIVE DE RENDAS
 8– INVALIDEZ OU DOENÇA
 9- FREQUENTANDO A ESCOLA
10- AFAZERES DOMESTICOS
11- NÃO ENCONTROU
12 - NÃO QUIS",102,2,N,13.0,QUE FEZ NA SEMANA DE REFERENCIA?,"  - NÃO APLICAVEL
 1- ESTAVA TRABALHANDO
 2- TINHA TRABALHO, MAS NÃO ESTAVA TRABALHANDO
 3- JÁ TRABALHOU
 4- TRABALHOU PELA 1ª VEZ
 5- APOSENTADO
 6- PENSIONISTA
 7- VIVE DE RENDAS
 8– INVALIDEZ OU DOENÇA
 9- FREQUENTANDO A ESCOLA
10- AFAZERES DOMESTICOS
11- NÃO ENCONTROU
12 - NÃO QUIS","{1: 'ESTAVA TRABALHANDO', 2: 'TINHA TRABALHO, MAS NÃO ESTAVA TRABALHANDO', 3: 'JÁ TRABALHOU', 4: 'TRABALHOU PELA 1ª VEZ', 5: 'APOSENTADO', 6: 'PENSIONISTA', 7: 'VIVE DE RENDAS', 8: 'INVALIDEZ OU DOENÇA', 9: 'FREQUENTANDO A ESCOLA', 10: 'AFAZERES DOMESTICOS', 11: 'NÃO ENCONTROU', 12: 'NÃO QUIS', '': 'NÃO APLICAVEL'}"
V67,"OCUPAÇÃO PRINCIPAL
VER VARIÁVEIS AUXILIARES",104,3,N,295.0,OCUPAÇÃO PRINCIPAL,VER VARIÁVEIS AUXILIARES,"{'11': 'QUIMICOS', '12': 'FISICOS', '13': 'OUTRAS, ESPECIES DE CIENCIAS FISICA', '21': 'ENGENHEIROS', '22': 'ARQUITETOS OU URBANISTAS', '23': 'GEOLOGOS', '25': 'AGRIMENSSORES E TOPOGRAFOS', '26': 'DESENHISTAS E CARTOGRAFOS', '27': 'OUTRAS OCUPAÇÕES AUXILIARES', '31': 'AGRONOMOS', '32': 'FARMACOLOGISTAS', '33': 'BIOLOGISTAS', '34': 'OUTRAS OCUPAÇÕES AUXILIARES DA AGRONOMIA', '41': 'MEDICOS', '42': 'DENTISTAS', '43': 'VETERINARIOS', '44': 'FARMACEUTICOS', '45': 'PARTEIROS DIPLOMADOS', '46': 'ENFERMEIROS DIPLOMADOS', '47': 'OUTRA ESPECIIE DE MEDICINA', '51': 'ENFERMEIROS NÃO DIPLOMADOS', '52': 'ORTOPEDISTAS', '53': 'OPTOMETRISTAS', '54': 'MASSAGISTAS', '55': 'PROTETICOS', '56': 'OPERADORES DE RAIO X', '57': 'FARMACEUTICOS PRATICOS', '58': 'LABORATORISTAS', '59': 'VISITADORES SANITARIOS', '61': 'ESTATISTICOS', '62': 'MATEMATICOS E ATUARIOS', '63': 'ANALISTA DE SISTEMAS', '71': 'ECONOMISTAS', '72': 'CONTADORES', '73': 'TECNICOS DE ADMISTRAÇÃO', '74': 'OCUPAÇÕES AUXILIARES DA ESTATISTICA', '81': 'MAGISTRADOS', '82': 'PROCURADORES E PROMOTORES PUBLICOS', '83': 'ADVOGADOS E DEFENSORES PUBLICOS', '84': 'TABELIÃES E OFICIAIS DE REGISTRO', '91': 'ESCRIVÃES DE CARTORIO', '92': 'OFICIAL DE JUSTIÇA', '93': 'OUTRAS OCUPAÇÕES DA JUSTIÇA', '101': 'PROFESSORES DE ENSINO SUPERIOR', '102': 'PROFESSORES DE ENSINO DO 2º GRAU', '103': 'PROFESSORES DE ENSINO DO 1º GRAU', '104': 'PROFESSORES DE ENSINO NÃO ESPECIFICADO', '121': 'ESCRITORES E JORNALISTAS', '122': 'PUBLICITARIOS', '131': 'ESCULTORES E PINTORES', '132': 'DECORADORES E CENOGRAFOS', '133': 'FOTOGRAFOS', '141': 'MUSICOS E COMPOSITORES', '142': 'ATORES E CANTORES', '143': 'BAILARINOS E COREOGRAFOS', '144': 'LOCUTORES E COMENTARISTAS DE RADIO E TELEVISAO', '145': 'PRODUTORES E DIRETORES DE ESPETACULOS', '146': 'OPERADORES TECNICOS DE CINENA, RADIO E TELEVISÃO', '151': 'RELIGIOSOS', '161': 'ASSISTENTES SOCIAIS', '162': 'SOCIOLOGOS', '163': 'BIBLIOTECARIOS E MUSEOLOGOS', '164': 'OUTRAS OCUPAÇÕES CIENTIFICAS NÃO DISCRIMINADAS', '201': 'AGRICULTORES E PECUARISTAS', '202': 'AVICULTORES E CRIADORES DE PEQUENOS ANIMAIS', '203': 'INDUSTRIAIS', '204': 'COMERCIANTES', '205': 'HOTELEIROS E DONOS DE PENSÃO', '206': 'EMPRESARIOS NOS TRANSPORTES', '207': 'OUTROS EMPRESARIOS', '211': 'MEMBROS DO PODER LEGISLATIVO', '212': 'MINISTROS DE ESTADO, GOVERNADORES, PREFEITOS E ADMINISTRADORES DE EMPRESAS ESTADUAIS, PARAESTATAIS E DE ECONOMIA MISTA', '213': 'MEMBROS DO CORPO DIPLOMATICO', '214': 'DIRETORES E CHEFES DO SERVIÇO PUBLICO', '221': 'ADMINISTRADORES E DIRETORES DE EMPRESAS AGROPECUARIAS, FLORESTAIS EXTRATIVAS VEGETAIS E PESQUEIRAS', '222': 'ADMINISTRADORES E DIRETORES DE EMPRESAS DE EXTRAÇÃO MINERAL', '223': 'ADMINISTRADORES E DIRETORES DE EMPRESAS INDUSTRIAIS', '224': 'ADMINISTRADORES E DIRETORES DE EMPRESAS DE CONSTRUÇÃO', '225': 'ADMINISTRADORES E DIRETORES DE EMPRESAS DE COMERCIO DE VALORES', '226': 'ADMINISTRADORES E DIRETORES DE EMPRESAS DE COMERCIO', '227': 'ADMINISTRADORES E DIRETORES DE EMPRESAS DE TRANSPORTES E COMUNICAÇÕES', '228': 'ADMINISTRADORES E DIRETORES DE SERVIÇO DE HOSPEDAGEM', '229': 'OUTROS ADMINISTRADORES E DIRETORES DE EMPRESAS PRIVADAS', '231': 'CHEFES DE SEÇÃO E ENCARREGADOS DA ADMINISTRAÇÃO DE EMPRESAS PRIVADAS', '232': 'CHEFES DE SEÇÃO E ENCARREGADOS DA CONTABILIDADE E FINANÇAS DE EMPRESAS PRIVADAS', '233': 'CHEFES DE SEÇÃO E ENCARREGADOS DOS SERVIÇOS DE COMPRA E VENDA DE EMPRESAS PRIVADAS', '234': 'CHEFES DE SEÇÃO E ENCARREGADOS DE SERVIÇOS DE PRODUÇÃO E MANUTENÇÃO DE EMPRESAS PRIVADAS', '235': 'OUTROS CHEFES E ENCARREGADOS DE SERVIÇOS DE EMPRESAS PRIVADAS', '241': 'AGENTES FISCAIS DE TRIBUTOS E CONTROLADORES DE ARRECADAÇÃO NO SERVIÇO PÚBLICO', '242': 'INSPETORES DE TRABALHO E FISCAIS DA PREVIDENCIA', '243': 'ASSISTENTES ADMINISTRATIVOS', '244': 'TESOUREIROS E CAIXAS', '245': 'ALMOXARIFES E ARMAZENISTAS', '246': 'DATILOGRAFOS E TAQUIGRAFOS', '247': 'AUXILIARES DE ESCRITORIO E DE ADMINISTRAÇÃO EM GERAL', '301': 'TRABALHADORES AUTONOMOS DA AGROPECUÁRIA', '302': 'TECNICOS AGRICOLAS E PRATICOS RURAIS', '303': 'OPERADORES DE EQUIPAMENTOS E IMPLEMENTOS MECANICOS NA AGROPECUÁRIA', '311': 'CHACAREIROS, HORTELÃOS E FLORICULTORES', '312': 'JARDINEIROS', '313': 'TRABALHADORES DE PECUARIA', '314': 'TRABALHADORES DE CULTURA', '321': 'CAÇADORES', '322': 'PESCADORES', '331': 'MADEIREIROS E LENHADORES', '332': 'CARVOEIROS (FABRICANTES)', '333': 'SERINGUEIROS', '334': 'ERVATEIROS', '335': 'APANHADORES, DESCASCADORES E QUEBRADORES DE PRODUTOS VEGETAIS', '341': 'MINEIROS', '351': 'CANTEIROS E MARROEIROS', '361': 'GARIMPEIROS', '371': 'TRABALHADORES DE EXTRAÇÃO DE PETROLEO E GAS', '401': 'TRABALHADORES DE FORNOS METALURGICOS', '402': 'OPERADORES DE TRENS DE LAMINAÇÃO', '403': 'OPERADORES DE FORNOS DE SEGUNDA FUSÃO E REAQUECIMENTO', '404': 'FUNDIDORES DE METAIS EM MOLDES', '405': 'MOLDADORES E MACHEIROS', '406': 'TRABALHADORES DE TRATAMENTO TERMICO DE METAIS', '407': 'TREFILADORES E ESTIRADORES DE METAIS', '408': 'GALVANIZADORES, RECOBRIDORES E DECAPADORES DE METAIS', '410': 'FERREIROS, SERRALHEIROS E FORJADORES', '411': 'FERRAMENTEIROS, AJUSTADORES ESPECIALIZADOS EM FERRAMENTAS MATRIZES, TRAÇADORES EM METAIS E TRABALHADORES ASSEMELHADOS', '412': 'OPERADORES DE MAQUINAS E FERRAMENTAS', '413': 'POLIDORES DE METAIS E AFIADORES DE FERRAMENTAS', '414': 'AJUSTADORES, MONTADORES E INSTALADORES DE MAQUINARIA', '415': 'RELOJOEIROS E MECANICOS DE INSTRUMENTOS DE PRECISÃO', '416': 'MECANICOS DE VEICULOS DE MOTOR', '417': 'MECANICOS DE MOTORES E SISTEMA HIDRAULICOS DE AVIÕES', '418': 'SOLDADORES', '419': 'CHAPEADORES E CALDEIREIROS', '420': 'LANTERNEIROS DE VEICULOS', '421': 'REBITADORES DE METAIS', '422': 'FUNILEIROS DE METAIS', '431': 'MARCENEIROS', '432': 'CARPINTEIROS E TANOEIROS', '433': 'SERRADORES', '434': 'LUSTRADORES', '435': 'ESTOFADORES E CAPOTEIROS', '436': 'COLCHOEIROS', '437': 'PREPARADORES DE PASTA PARA PAPEL', '441': 'PREPARADORES DE FIBRAS', '442': 'FIANDEIROS E BOBINADORES', '443': 'AJUSTADORES DE TEARES E PREPARADORES DE CARTÕES PARA TECIDOS', '444': 'TECELÕES', '445': 'TAPECEIROS', '446': 'RENDEIROS', '447': 'REDEIROS', '448': 'BRANQUEADORES, TINTUREIROS E TRABALHADORES DE ACABAMENTO DE PRODUTOS TÊXTEIS', '451': 'CURTIDORES', '452': 'CORREEIROS E SELEIROS', '461': 'MOLEIROS E TRABALHADORES ASSEMELHADOS', '462': 'TRABALHADORES DA FABRICAÇÃO E REFINAÇÃO DO AÇUCAR', '463': 'CHARQUEADORES E MAGAREFES', '464': 'TRABALHADORES NA CONSERVA DE ALIMENTOS', '465': 'TRABALHADORES DO TRATAMENTO DO LEITE E ELABORAÇÃO DE LATICINOS', '466': 'PADEIROS E CONFEITEIROS', '467': 'TRABALHADORES DA PREPARAÇÃO DO CAFÉ, CHA E CACAU', '468': 'CERVEJEIROS E TRABALHADORES DA FABRICAÇÃO DE VINHOS E DE OUTRAS BEBIDAS', '469': 'TRABALHADORES DA INDUSTRIA DO PESCADO', '470': 'PREPARADORES DE FUMO', '471': 'CHARUTEIROS E CIGARREIROS', '472': 'ALFAIATES E COSTUREIROS', '473': 'PELETEIROS E TRABALHADORES ASSEMELHADOS', '474': 'PADRONIZADORES E CORTADORES', '475': 'BORDADEIRAS E CERZIDEIROS', '476': 'CHAPELEIROS DE PALHA', '477': 'CHAPELEIROS, EXCLUSIVE DE PALHA', '478': 'SAPATEIROS, MONTADORES E ACABADORES DE SAPATOS', '479': 'BOLSEIROS E CINTEIROS', '480': 'AJUSTADORES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS', '481': 'MONTADORES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS', '482': 'REPARADORES DE RECEPTORES DE RADIO E TELEVISÃO', '483': 'ELETRICISTAS', '484': 'INSTALADORES DE TELEFONES E TELEGRAFOS', '485': 'INSTALADORES DE LINHAS ELETRICAS E DE TELECOMUNICAÇÕES', '490': 'VIDREIROS E AMPOLEIROS', '491': 'CERAMISTAS E LOUCEIROS', '492': 'GRAVADORES DE VIDRO', '493': 'PINTORES E DECORADORES DE VIDRO E CERAMICA', '494': 'OLEIROS', '500': 'TRABALHADORES NA FABRICAÇÃO DE PRODUTOS DE BORRACHA E PLÁSTICO', '501': 'BORRACHEIRO', '502': 'TRABALHADORES DA FABRICAÇÃO E VULCANIZAÇÃO DE PNEUMATICOS', '510': 'CONFECCIONADORES DE PRODUTOS DE PAPEL E PAPELÃO', '520': 'COMPOSITORES, TIPOGRAFOS E LINOTIPISTAS', '521': 'IMPRESSORES E TIPOGRAFOS', '522': 'ESTEREOTIPISTAS E ELETROTIPISTAS', '523': 'CLICHERISTAS E GRAVADORES', '524': 'FOTOGRAVADORES', '525': 'ENCADERNADORES E CARTONADORES', '526': 'OUTRAS OCUPAÇÕES DA INDUSTRIA GRAFICA', '530': 'MESTRES DE OBRA', '531': 'ARMADORES DE CONCRETO', '532': 'PEDREIROS', '533': 'SERVENTES DE PEDREIROS', '534': 'PINTORES E CAIADORES', '535': 'ESTUCADORES', '536': 'LADRILHEIROS E TAQUEIROS', '537': 'ENCANADORES', '538': 'VIDRACEIROS', '539': 'CALCETEIROS E ASFALTADORES', '540': 'CALAFATES', '541': 'MONTADORES DE ESTRUTURA METALICA', '542': 'OPERADORES DE MAQUINAS DE CONSTRUÇÃO CIVIL', '550': 'MESTRES E CONTRAMESTRES (EXCLUSIVE MESTRE–DE–OBRA)', '551': 'APRENDIZES', '552': 'CONFECCIONADORES E AFINADORES DE INSTRUMENTOS MUSICAIS', '553': 'CESTEIROS E ESTEIREIROS', '554': 'OURIVES', '555': 'LAPIDADORES', '556': 'FOGUETEIROS', '557': 'VASSOUREIROS', '558': 'MARMORISTAS', '559': 'POLIDORES E ESMERILHADORES', '560': 'OPERADORES DE MAQUINA (EXCLUSIVE NA INDUSTRIA MECANICA E DE CONSTRUÇÃO CIVIL)', '561': 'PINTORES À PISTOLA', '562': 'FOGUISTAS', '563': 'EMBALADORES E EXPEDIDORES', '564': 'OUTRAS OCUPAÇÕES DA INDUSTRIA DE TRANSFORMAÇÃO', '600': 'AÇOUGUEIROS', '601': 'BALCONISTAS E VENDEDORES', '602': 'VENDEDORES E AMBULANTES', '603': 'VENDEDORES DE JORNAIS E DE REVISTAS', '610': 'PRACISTA E VIAJANTES COMERCIAIS', '611': 'REPRESENTANTES COMERCIAIS', '612': 'PROPAGANDISTAS', '620': 'CORRETORES DE SEGUROS', '621': 'CORRETORES DE IMOVEIS', '622': 'CORRETORES DE TITULOS E VALORES', '623': 'OUTROS AGENTES CORRETORES', '700': 'AVIADORES CIVIS', '701': 'COMISSARIOS DE BORDO', '710': 'OFICIAIS DA MARINHA MERCANTE', '711': 'MESTRES DE EMBARCAÇÃO', '712': 'MAQUINISTA DE EMBARCAÇÃO', '713': 'FOGUISTA DE EMBARCAÇÃO', '714': 'MARINHEIROS CIVIS', '715': 'TAIFEIROS NOS TRANSPORTES MARITIMOS', '716': 'BARQUEIROS E CANOEIROS', '720': 'GUINDASTEIROS', '721': 'ESTIVADORES', '730': 'AGENTES DE ESTRADA DE FERRO', '731': 'CONDUTORES E CHEFES DE TREM', '732': 'MAQUINISTA DE TREM', '733': 'FOGUISTAS DE TREM', '734': 'GUARDA–FREIOS', '735': 'MANOBREIROS E SINALEIROS', '740': 'AGENTES E VENDEDORES DE PASSAGENS RODOVIARIAS', '741': 'MOTORISTAS', '742': 'TROCADORES', '743': 'CARROCEIROS E TROPEIROS', '744': 'AGENCIA DE VENDA DE PASSAGENS RODOVIARIAS', '745': 'MOTORISTAS', '746': 'TROCADORES', '747': 'CARROCEIROS E TROPEIROS', '750': 'RECEPCIONISTAS NOS TRANSPORTES', '751': 'INSPETORES E DESPACHANTES NOS TRANSPORTES', '752': 'TRABALHADORES NA CONSERVAÇÃO DE RODOVIAS', '753': 'TRABALHADORES NA CONSERVAÇÃO DE FERROVIAS', '760': 'AGENTES POSTAIS E TELEGRAFICOS', '761': 'POSTALISTAS', '762': 'TELEGRAFISTAS E RADIOTELEGRAFISTAS', '763': 'TELEFONISTAS', '764': 'CARTEIROS', '765': 'GUARDA–FIOS', '800': 'COZINHEIROS', '801': 'GARÇÕES', '802': 'EMPREGADOS DOMESTICOS', '810': 'BARBEIROS E CABELEREIROS', '811': 'MANICUROS E PEDICUROS', '812': 'LAVADEIRAS E PASSADEIRAS', '813': 'ENGRAXATES', '820': 'ATLETAS PROFISSIONAIS', '821': 'TECNICOS E JUIZES DE ESPORTES', '900': 'OFICIAIS E PRAÇAS DAS FORÇAS ARMADAS', '901': 'OFICIAIS E PRAÇAS DO CORPO DE BOMBEIROS', '902': 'DELEGADOS E COMISSARIOS DE POLICIA', '903': 'INVESTIGADORES DE POLICIA', '904': 'ESCRIVÃES DE POLICIA', '905': 'GUARDAS CIVIS E INSPETORES DE TRAFEGO', '906': 'CARCEREIROS E GUARDAS DE PRESIDIO', '907': 'DATILOSCOPISTAS', '908': 'GUARDAS–VIGIAS DE ORGANIZAÇÕES PARTICULARES', '950': 'CAPATAZES', '951': 'PORTEIROS, VIGIAS E SERVENTES', '952': 'ASCENSORISTAS', '953': 'GUARDAS SANITARIAS', '954': 'INSPETORES FISCAIS', '955': 'LIXEIROS', '956': 'GUARDADORES DE AUTOMOVEIS', '957': 'TRABALHADORES BRAÇAIS SEM ESPECIFICAÇÃO', '958': 'BISCATEIROS', '959': 'OUTRAS OCUPAÇÕES OU OCUPAÇÕES MAL DEFINIDAS', '960': 'SEM DECLARAÇÃO DE OCUPAÇÃO'}"
