VARI,quesito,DESDE,TAM,categorias_dict
V4701,"Nível de ensino e série que freqüentavam - I 
(todos os estudantes)",702,2,"{1: 'Pré-escolar', 2: 'Alfabetização de adultos', 3: '1ª série do ensino fundamental ou 1º grau regular', 4: '2ª série do ensino fundamental ou 1º grau regular', 5: '3ª série do ensino fundamental ou 1º grau regular', 6: '4ª série do ensino fundamental ou 1º grau regular', 7: '5ª série do ensino fundamental ou 1º grau regular', 8: '6ª série do ensino fundamental ou 1º grau regular', 9: '7ª série do ensino fundamental ou 1º grau regular', 10: '8ª série do ensino fundamental ou 1º grau regular', 11: 'Sem declaração de série do ensino fundamental ou 1º grau regular', 12: 'Supletivo do ensino fundamental ou 1º grau (seriado e não-seriado)', 13: 'Pré-vestibular', 14: 'Regular do ensino médio ou 2º grau', 15: 'Supletivo do ensino médio ou 2º grau', 16: 'Superior, inclusive mestrado e doutorado', 17: 'Sem declaração do nível de ensino'}"
V4702,"Nível de ensino e                                                             série que freqüentavam - I I 
(todos os estudantes)",704,1,"{1: 'Pré-escolar', 2: 'Alfabetização de adultos', 3: '1ª a 4ª série do ensino fundamental ou 1º grau (regular e supletivo)', 4: '5ª a 8ª série do ensino fundamental ou 1º grau (regular e supletivo)', 5: 'Sem declaração de série do ensino fundamental ou 1º grau, inclusive supletivo não-seriado)', 6: 'Ensino médio ou 2º grau, inclusive pré-vestibular', 7: 'Superior, inclusive mestrado e doutorado', 8: 'Sem declaração do nível de ensino'}"
V4703,"Anos de estudo 
(todas as pessoas)",705,2,"{1: 'Sem instrução e menos de 1 ano', 2: '1 ano', 3: '2 anos', 4: '3 anos', 5: '4 anos', 6: '5 anos', 7: '6 anos', 8: '7 anos', 9: '8 anos', 10: '9 anos', 11: '10 anos', 12: '11 anos', 13: '12 anos', 14: '13 anos', 15: '14 anos', 16: '15 anos ou mais', 17: 'Não-determinados e sem declaração'}"
V4704,Condição de atividade na semana de referência para pessoas de 10 anos ou mais de idade,707,1,"{1: 'Economicamente ativas', 2: 'Não-economicamente ativas', 3: 'Sem declaração'}"
V4705,Condição de ocupação na semana de referência,708,1,"{1: 'Ocupadas (pessoas de 5 anos ou mais de idade)', 2: 'Desocupadas (pessoas de 10 anos ou mais de idade)'}"
V4706,Posição na ocupação no trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,709,2,"{1: 'Empregado com carteira de trabalho assinada', 2: 'Militar', 3: 'Funcionário público estatutário', 4: 'Outro empregado sem carteira de trabalho assinada', 5: 'Empregado sem declaração de carteira de trabalho assinada', 6: 'Trabalhador doméstico com carteira de trabalho assinada', 7: 'Trabalhador doméstico sem carteira  de trabalho assinada', 8: 'Trabalhador doméstico sem declaração de carteira de trabalho assinada', 9: 'Conta própria', 10: 'Empregador', 11: 'Trabalhador na produção para o próprio consumo', 12: 'Trabalhador na construção para o próprio uso', 13: 'Não-remunerado', 14: 'Sem declaração'}"
V4707,Horas habitualmente trabalhadas por semana em todos os trabalhos da semana de referência para pessoas de 10 anos ou mais de idade,711,1,"{1: 'Até 14 horas', 2: '15 a 39 horas', 3: '40 a 44 horas', 4: '45 a 48 horas', 5: '49 horas ou mais', 6: 'Sem declaração'}"
V4808,Atividade principal do empreendimento do trabalho principal da semana de referência para pessoas de 5 anos ou mais de idade,712,1,"{1: 'Agrícola', 2: 'Não-agrícola', 3: 'Sem declaração'}"
V4809,Grupamentos de atividade principal do empreendimento do trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,713,2,"{1: 'Agrícola', 2: 'Outras atividades industriais', 3: 'Indústria de transformação', 4: 'Construção', 5: 'Comércio e reparação', 6: 'Alojamento e alimentação', 7: 'Transporte, armazenagem e comunicação', 8: 'Administração pública', 9: 'Educação, saúde e serviços sociais', 10: 'Serviços domésticos', 11: 'Outros serviços coletivos, sociais e pessoais', 12: 'Outras atividades', 13: 'Atividades maldefinidas ou não-declaradas'}"
V4810,Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,715,2,"{1: 'Dirigentes em geral', 2: 'Profissionais das ciências e das artes', 3: 'Técnicos de nível médio', 4: 'Trabalhadores de serviços administrativos', 5: 'Trabalhadores dos serviços', 6: 'Vendedores e prestadores de serviço do comércio', 7: 'Trabalhadores agrícolas', 8: 'Trabalhadores da produção de bens e serviços e de reparação e manutenção', 9: 'Membros das forças armadas e auxiliares', 10: 'Ocupações maldefinidas ou não-declaradas'}"
V4711,Contribuição para instituto de previdência em qualquer trabalho da semana de referência para pessoas de 10 anos ou mais de idade,717,1,"{1: 'Contribuinte', 2: 'Não-contribuinte', 3: 'Sem declaração'}"
V4812,Atividade principal do empreendimento no trabalho principal do período de referência de 365 dias para pessoas de 5 anos ou mais de idade,718,1,"{1: 'Agrícola', 2: 'Não-agrícola', 3: 'Sem declaração'}"
V4713,Condição de atividade no trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,719,1,"{1: 'Economicamente ativas', 2: 'Não-economicamente ativas', 3: 'Sem declaração'}"
V4714,Condição de ocupação no período de referência de 365 dias,720,1,"{1: 'Ocupadas (pessoas de 5 anos ou mais de idade)', 2: 'Desocupadas (pessoas de 10 anos ou mais de idade)'}"
V4715,Posição na ocupação no trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,721,2,"{1: 'Empregado com carteirade trabalho assinada', 2: 'Militar', 3: 'Funcionário público estatutário', 4: 'Outro empregado sem carteira de trabalho assinada', 5: 'Empregado sem declaração de carteira de trabalho assinada', 6: 'Trabalhador doméstico com carteira de trabalho assinada', 7: 'Trabalhador doméstico sem carteira de trabalho assinada', 8: 'Trabalhador doméstico sem declaração de carteira de trabalho assinada', 9: 'Conta própria', 10: 'Empregador', 11: 'Não-remunerado', 12: 'Trabalhador na produção para o próprio consumo', 13: 'Trabalhador na construção para o próprio uso', 14: 'Sem declaração'}"
V4816,Grupamentos de atividade no trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,723,2,"{1: 'Agrícola', 2: 'Outras atividades industriais', 3: 'Indústria de transformação', 4: 'Construção', 5: 'Comércio e reparação', 6: 'Alojamento e alimentação', 7: 'Transporte, armazenagem e comunicação', 8: 'Administração pública', 9: 'Educação, saúde e serviços sociais', 10: 'Serviços domésticos', 11: 'Outros serviços coletivos, sociais e pessoais', 12: 'Outras atividades', 13: 'Atividades maldefinidas ou não-declaradas'}"
V4817,Grupamentos ocupacionais do trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,725,2,"{1: 'Dirigentes em geral', 2: 'Profissionais das ciências e das artes', 3: 'Técnicos de nível médio', 4: 'Trabalhadores de serviços administrativos', 5: 'Trabalhadores dos serviços', 6: 'Vendedores e prestadores de serviço do comércio', 7: 'Trabalhadores agrícolas', 8: 'Trabalhadores da produção de bens e serviços e de reparação e manutenção', 9: 'Membros das forças armadas e auxiliares', 10: 'Ocupações maldefinidas ou não-declaradas'}"
V4718,Rendimento mensal do trabalho principal para pessoas de 10 anos ou mais de idade,727,12,{}
V4719,Rendimento mensal de todos os trabalhos para pessoas de 10 anos ou mais de idade,739,12,{}
V4720,Rendimento mensal de todas as fontes para pessoas de 10 anos ou mais de idade,751,12,{}
V4721,"Rendimento mensal domiciliar para todas as unidades domiciliares (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico e das pessoas de menos de 10 anos de idade)",763,12,{}
V4722,"Rendimento mensal familiar I para todas as unidades domiciliares (exclusive o rendimento das pessoas cuja condição na família era pensionista, empregado doméstico ou parente do empregado doméstico e pessoas de menos de 10 anos de idade)",775,12,{}
V4723,"Tipo de família para todas as unidades domiciliares (em todos os tipos de família podem existir pessoas cuja condição na família era outro parente, agregado, pensionista, empregado doméstico ou parente do empregado doméstico)",787,2,"{1: 'Casal sem filhos', 2: 'Casal com todos os filhos menores de 14 anos', 3: 'Casal com todos os filhos de 14 anos ou mais', 4: 'Casal com filhos menores de 14 anos e de 14 anos ou mais', 5: 'Casal com filhos sem declaração de idade dos filhos', 6: 'Mãe com todos os filhos menores de 14 anos', 7: 'Mãe com todos os filhos de 14 anos ou mais', 8: 'Mãe com filhos menores de 14 anos e de 14 anos ou mais', 9: 'Mãe com filhos sem declaração de idade dos filhos', 10: 'Outros tipos de família'}"
V4724,"Número de componentes da família I (exclusive as pessoas cuja condição na família era pensionista, empregado doméstico ou parente do empregado doméstico)",789,2,{}
V4725,"Número de componentes da família II (exclusive as pessoas cuja condição na família era agregado, pensionista, empregado doméstico ou parente do empregado doméstico)",791,2,{}
V4726,"Rendimento mensal familiar II para todas as unidades domiciliares (exclusive o rendimento das pessoas cuja condição na família era agregado, pensionista, empregado doméstico ou parente do empregado doméstico e das pessoas de menos de 10 anos de idade)",793,12,{}
V4727,Código de área censitária,805,1,"{1: 'Região metropolitana', 2: 'Auto-representativo', 3: 'Não-auto-representativo'}"
V4728,Código de situação censitária,806,1,"{1: 'Urbana - Cidade ou vila, área urbanizada', 2: 'Urbana - Cidade ou vila, área não-urbanizada', 3: 'Urbana - Área urbana isolada', 4: 'Rural - Aglomerado rural de extensão urbana', 5: 'Rural - Aglomerado rural, isolado, povoado', 6: 'Rural - Aglomerado rural, isolado, núcleo', 7: 'Rural - Aglomerado rural, isolado, outros aglomerados', 8: 'Rural – Zona rural exclusive aglomerado rural '}"
V4729,Peso da pessoa,807,5,{}
V4732,Peso da família,812,5,{}
V4735,"Controle da tabulação de fecundidade, para mulheres com 10 anos ou mais de idade",817,1,"{0: 'Não usado para tabulação', 1: 'Usado para tabulação'}"
V4738,"Grupos de anos de estudo
(todas as pessoas)",818,1,"{1: 'Sem instrução e menos de 1 ano', 2: '1 a 3 anos', 3: '4 a 7 anos', 4: '8 a 10 anos', 5: '11 a 14 anos', 6: '15 anos ou mais', 7: 'Não determinados e sem declaração'}"
V6502,Criança de 5 a 17 anos de idade,819,1,"{0: 'Não', 1: 'Sim'}"
V4740,"Número de crianças, de 5 a 17 anos de idade, cuja condição na família era pessoa de referência, cônjuge, filho, outro parente ou agregado",820,2,{0: 'Sem criança de 5 a 17 anos de idade'}
V4741,"Número de componentes do domícilio I (exclusive as pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico) ",822,2,{}
V4742,"Rendimento mensal domiciliar per capita (exclusive as informações das pessoas cuja condição no domicílio era pensionista, empregado doméstico ou parente do empregado doméstico) ",824,12,{}
V9993,Data de geração do arquivo de microdados,838,8,{}
